App,Device,Hive_Position,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight, Weight_Scale_Factor, Weight, WeightL, WeightLRaw, WeightR, WeightRRaw
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 16:46,9/23/22 10:46,1663951597,24,FALSE,100,77.93,,94.8,2,47.4,28.52,,18.88,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 16:47,9/23/22 10:47,1663951650,24,FALSE,100,77.93,,94.8,2,47.4,28.52,,18.88,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 16:51,9/23/22 10:51,1663951897,25,FALSE,100,78.2,,87.04,2,43.52,35.74,,7.78,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 16:56,9/23/22 10:56,1663952197,26,FALSE,100,78.42,,89.12,2,44.56,36.37,,8.19,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 16:57,9/23/22 10:57,1663952250,26,FALSE,100,78.42,,89.12,2,44.56,36.37,,8.19,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:01,9/23/22 11:01,1663952497,27,FALSE,100,78.56,,92.14,2,46.07,37.25,,8.82,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:06,9/23/22 11:06,1663952797,28,FALSE,100,78.49,,87.92,2,43.96,35.49,,8.47,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/23/22 17:07,9/23/22 11:07,1663952850,5,FALSE,100,75.32,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:07,9/23/22 11:07,1663952850,28,FALSE,100,78.49,,87.92,2,43.96,35.49,,8.47,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:11,9/23/22 11:11,1663953097,29,FALSE,100,78.54,,87.86,2,43.93,35.52,,8.41,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:16,9/23/22 11:16,1663953397,30,FALSE,100,78.69,,87.98,2,43.99,35.58,,8.41,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:17,9/23/22 11:17,1663953450,30,FALSE,100,78.69,,87.98,2,43.99,35.58,,8.41,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 17:17,9/23/22 11:17,1663953452,9,FALSE,100,92.51,58,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:21,9/23/22 11:21,1663953697,31,FALSE,100,78.72,,88.06,2,44.03,35.52,,8.51,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:26,9/23/22 11:26,1663953997,32,FALSE,100,78.54,,88.14,2,44.07,35.52,,8.55,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:27,9/23/22 11:27,1663954050,32,FALSE,100,78.54,,88.14,2,44.07,35.52,,8.55,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 17:28,9/23/22 11:28,1663954139,10,FALSE,100,93.32,60,,,,,,,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 17:29,9/23/22 11:29,1663954174,14,FALSE,100,93.54,67,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:31,9/23/22 11:31,1663954297,33,FALSE,100,78.63,,88.14,2,44.07,35.59,,8.48,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:36,9/23/22 11:36,1663954597,34,FALSE,100,78.85,,88.2,2,44.1,35.58,,8.52,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:37,9/23/22 11:37,1663954650,34,FALSE,100,78.85,,88.2,2,44.1,35.58,,8.52,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:41,9/23/22 11:41,1663954897,35,FALSE,100,79.03,,88.3,2,44.15,35.64,,8.51,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:46,9/23/22 11:46,1663955197,36,FALSE,100,79.28,,88.28,2,44.14,35.62,,8.52,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:47,9/23/22 11:47,1663955250,36,FALSE,100,79.28,,88.28,2,44.14,35.62,,8.52,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:51,9/23/22 11:51,1663955497,37,FALSE,100,79.68,,88.42,2,44.21,35.65,,8.56,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:56,9/23/22 11:56,1663955797,38,FALSE,100,80.67,,88.3,2,44.15,35.61,,8.54,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 17:57,9/23/22 11:57,1663955850,38,FALSE,100,80.67,,88.3,2,44.15,35.61,,8.54,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:01,9/23/22 12:01,1663956097,39,FALSE,100,81.44,,88.42,2,44.21,35.61,,8.6,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:06,9/23/22 12:06,1663956397,40,FALSE,100,81.75,,88.44,2,44.22,35.74,,8.48,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/23/22 18:07,9/23/22 12:07,1663956450,6,FALSE,100,76.24,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:07,9/23/22 12:07,1663956450,40,FALSE,100,81.75,,88.44,2,44.22,35.74,,8.48,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:11,9/23/22 12:11,1663956697,41,FALSE,100,81.82,,88.4,2,44.2,35.75,,8.45,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:16,9/23/22 12:16,1663956997,42,FALSE,100,81.71,,88.38,2,44.19,35.77,,8.42,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:17,9/23/22 12:17,1663957050,42,FALSE,100,81.71,,88.38,2,44.19,35.77,,8.42,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 18:17,9/23/22 12:17,1663957052,10,FALSE,100,93.32,64,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:21,9/23/22 12:21,1663957297,43,FALSE,100,81.8,,88.56,2,44.28,35.86,,8.42,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:26,9/23/22 12:26,1663957597,44,FALSE,100,81.86,,88.64,2,44.32,35.82,,8.5,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:27,9/23/22 12:27,1663957650,44,FALSE,100,81.86,,88.64,2,44.32,35.82,,8.5,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 18:27,9/23/22 12:27,1663957664,23,FALSE,100,93.5,67,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:29,9/23/22 12:29,1663957748,46,FALSE,100,81.98,,88.68,2,44.34,35.82,,8.52,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:29,9/23/22 12:29,1663957751,49,FALSE,100,82,,88.68,2,44.34,35.82,,8.52,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:29,9/23/22 12:29,1663957752,50,FALSE,100,81.95,,88.68,2,44.34,35.82,,8.52,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 18:29,9/23/22 12:29,1663957774,17,FALSE,100,93.52,67,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:34,9/23/22 12:34,1663958053,51,FALSE,100,82.2,,88.54,2,44.27,35.8,,8.47,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:37,9/23/22 12:37,1663958250,51,FALSE,100,82.2,,88.54,2,44.27,35.8,,8.47,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 18:37,9/23/22 12:37,1663958251,23,FALSE,100,93.5,64,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:39,9/23/22 12:39,1663958353,52,FALSE,100,82.29,,88.48,2,44.24,35.79,,8.45,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:44,9/23/22 12:44,1663958653,53,FALSE,100,82.43,,88.54,2,44.27,35.82,,8.45,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:47,9/23/22 12:47,1663958850,53,FALSE,100,82.43,,88.54,2,44.27,35.82,,8.45,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:49,9/23/22 12:49,1663958953,54,FALSE,100,82.16,,88.62,2,44.31,35.82,,8.49,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:54,9/23/22 12:54,1663959253,55,FALSE,100,81.93,,88.58,2,44.29,35.81,,8.48,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:57,9/23/22 12:57,1663959450,55,FALSE,100,81.93,,88.58,2,44.29,35.81,,8.48,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 18:59,9/23/22 12:59,1663959553,56,FALSE,100,81.75,,88.58,2,44.29,35.8,,8.49,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:04,9/23/22 13:04,1663959853,57,FALSE,100,81.69,,88.66,2,44.33,35.83,,8.5,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/23/22 19:07,9/23/22 13:07,1663960050,7,FALSE,100,78.2,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:07,9/23/22 13:07,1663960050,57,FALSE,100,81.69,,88.66,2,44.33,35.83,,8.5,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:09,9/23/22 13:09,1663960153,58,FALSE,100,81.69,,88.64,2,44.32,35.86,,8.46,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:14,9/23/22 13:14,1663960453,59,FALSE,100,81.77,,88.68,2,44.34,35.87,,8.47,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:17,9/23/22 13:17,1663960650,59,FALSE,100,81.77,,88.68,2,44.34,35.87,,8.47,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:19,9/23/22 13:19,1663960753,60,FALSE,100,81.86,,88.76,2,44.38,35.89,,8.49,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:24,9/23/22 13:24,1663961053,61,FALSE,100,81.82,,88.74,2,44.37,35.88,,8.49,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:27,9/23/22 13:27,1663961250,61,FALSE,100,81.82,,88.74,2,44.37,35.88,,8.49,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 19:27,9/23/22 13:27,1663961264,24,FALSE,100,94.31,67,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:29,9/23/22 13:29,1663961353,62,FALSE,100,81.91,,88.74,2,44.37,35.91,,8.46,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 19:29,9/23/22 13:29,1663961374,22,FALSE,100,93.57,67,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:34,9/23/22 13:34,1663961653,63,FALSE,100,81.98,,88.78,2,44.39,35.91,,8.48,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:37,9/23/22 13:37,1663961850,63,FALSE,100,81.98,,88.78,2,44.39,35.91,,8.48,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 19:37,9/23/22 13:37,1663961853,24,FALSE,100,94.31,60,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:39,9/23/22 13:39,1663961953,64,FALSE,100,81.87,,88.84,2,44.42,35.9,,8.52,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:44,9/23/22 13:44,1663962253,65,FALSE,100,81.82,,88.8,2,44.4,35.92,,8.48,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:47,9/23/22 13:47,1663962451,65,FALSE,100,81.82,,88.8,2,44.4,35.92,,8.48,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:49,9/23/22 13:49,1663962553,66,FALSE,100,81.87,,88.82,2,44.41,35.92,,8.49,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:54,9/23/22 13:54,1663962853,67,FALSE,100,81.91,,88.84,2,44.42,35.93,,8.49,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:57,9/23/22 13:57,1663963050,67,FALSE,100,81.91,,88.84,2,44.42,35.93,,8.49,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 19:59,9/23/22 13:59,1663963153,68,FALSE,100,81.98,,88.84,2,44.42,35.95,,8.47,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:04,9/23/22 14:04,1663963453,69,FALSE,100,82.07,,88.68,2,44.34,35.92,,8.42,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/23/22 20:07,9/23/22 14:07,1663963650,8,FALSE,100,80.22,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:07,9/23/22 14:07,1663963650,69,FALSE,100,82.07,,88.68,2,44.34,35.92,,8.42,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:09,9/23/22 14:09,1663963753,70,FALSE,100,82.23,,88.68,2,44.34,35.97,,8.37,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:14,9/23/22 14:14,1663964053,71,FALSE,100,82.49,,88.64,2,44.32,35.95,,8.37,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:17,9/23/22 14:17,1663964250,71,FALSE,100,82.49,,88.64,2,44.32,35.95,,8.37,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:19,9/23/22 14:19,1663964353,72,FALSE,100,82.67,,88.8,2,44.4,36.02,,8.38,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:24,9/23/22 14:24,1663964653,73,FALSE,100,82.79,,88.88,2,44.44,36,,8.44,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:27,9/23/22 14:27,1663964850,73,FALSE,100,82.79,,88.88,2,44.44,36,,8.44,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 20:27,9/23/22 14:27,1663964864,25,FALSE,100,94.71,62,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:29,9/23/22 14:29,1663964953,74,FALSE,100,82.68,,88.96,2,44.48,35.97,,8.51,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 20:29,9/23/22 14:29,1663964974,23,FALSE,100,93.5,67,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:34,9/23/22 14:34,1663965253,75,FALSE,100,82.45,,89.04,2,44.52,35.93,,8.59,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:37,9/23/22 14:37,1663965450,75,FALSE,100,82.45,,89.04,2,44.52,35.93,,8.59,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 20:37,9/23/22 14:37,1663965454,25,FALSE,100,94.71,63,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:39,9/23/22 14:39,1663965553,76,FALSE,100,81.98,,89,2,44.5,35.87,,8.63,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:44,9/23/22 14:44,1663965853,77,FALSE,100,81.86,,88.94,2,44.47,35.86,,8.61,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:47,9/23/22 14:47,1663966050,77,FALSE,100,81.86,,88.94,2,44.47,35.86,,8.61,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:49,9/23/22 14:49,1663966153,78,FALSE,100,81.86,,88.94,2,44.47,35.85,,8.62,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:54,9/23/22 14:54,1663966453,79,FALSE,100,81.89,,88.96,2,44.48,35.86,,8.62,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:57,9/23/22 14:57,1663966650,79,FALSE,100,81.89,,88.96,2,44.48,35.86,,8.62,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 20:59,9/23/22 14:59,1663966753,80,FALSE,100,81.93,,88.9,2,44.45,35.84,,8.61,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:04,9/23/22 15:04,1663967053,81,FALSE,100,81.78,,88.86,2,44.43,35.81,,8.62,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/23/22 21:07,9/23/22 15:07,1663967250,9,FALSE,100,80.16,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:07,9/23/22 15:07,1663967250,81,FALSE,100,81.78,,88.86,2,44.43,35.81,,8.62,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:09,9/23/22 15:09,1663967353,82,FALSE,100,81.71,,88.8,2,44.4,35.79,,8.61,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:14,9/23/22 15:14,1663967653,83,FALSE,100,81.62,,88.78,2,44.39,35.77,,8.62,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:17,9/23/22 15:17,1663967850,83,FALSE,100,81.62,,88.78,2,44.39,35.77,,8.62,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:19,9/23/22 15:19,1663967953,84,FALSE,100,81.48,,88.74,2,44.37,35.76,,8.61,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:24,9/23/22 15:24,1663968253,85,FALSE,100,81.39,,88.74,2,44.37,35.77,,8.6,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:27,9/23/22 15:27,1663968450,85,FALSE,100,81.39,,88.74,2,44.37,35.77,,8.6,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 21:27,9/23/22 15:27,1663968464,26,FALSE,100,94.71,67,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:29,9/23/22 15:29,1663968553,86,FALSE,100,81.28,,88.74,2,44.37,35.77,,8.6,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:34,9/23/22 15:34,1663968853,87,FALSE,100,81.21,,88.74,2,44.37,35.77,,8.6,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:37,9/23/22 15:37,1663969050,87,FALSE,100,81.21,,88.74,2,44.37,35.77,,8.6,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 21:37,9/23/22 15:37,1663969054,26,FALSE,100,94.71,61,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:39,9/23/22 15:39,1663969153,88,FALSE,100,81.17,,88.7,2,44.35,35.76,,8.59,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:44,9/23/22 15:44,1663969453,89,FALSE,100,81.08,,88.72,2,44.36,35.76,,8.6,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:47,9/23/22 15:47,1663969650,89,FALSE,100,81.08,,88.72,2,44.36,35.76,,8.6,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:49,9/23/22 15:49,1663969753,90,FALSE,100,81.06,,88.7,2,44.35,35.75,,8.6,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:54,9/23/22 15:54,1663970053,91,FALSE,100,80.99,,88.66,2,44.33,35.74,,8.59,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:57,9/23/22 15:57,1663970250,91,FALSE,100,80.99,,88.66,2,44.33,35.74,,8.59,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 21:59,9/23/22 15:59,1663970353,92,FALSE,100,80.94,,88.66,2,44.33,35.74,,8.59,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:04,9/23/22 16:04,1663970653,93,FALSE,100,80.87,,88.6,2,44.3,35.73,,8.57,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/23/22 22:07,9/23/22 16:07,1663970850,10,FALSE,100,79.84,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:07,9/23/22 16:07,1663970850,93,FALSE,100,80.87,,88.6,2,44.3,35.73,,8.57,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:09,9/23/22 16:09,1663970953,94,FALSE,100,80.72,,88.62,2,44.31,35.73,,8.58,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:14,9/23/22 16:14,1663971253,95,FALSE,100,80.74,,88.62,2,44.31,35.73,,8.58,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:17,9/23/22 16:17,1663971450,95,FALSE,100,80.74,,88.62,2,44.31,35.73,,8.58,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:19,9/23/22 16:19,1663971553,96,FALSE,100,80.72,,88.6,2,44.3,35.72,,8.58,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:24,9/23/22 16:24,1663971853,97,FALSE,100,80.7,,88.64,2,44.32,35.74,,8.58,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:27,9/23/22 16:27,1663972050,97,FALSE,100,80.7,,88.64,2,44.32,35.74,,8.58,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 22:27,9/23/22 16:27,1663972064,27,FALSE,100,94.4,65,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:29,9/23/22 16:29,1663972153,98,FALSE,100,80.74,,88.68,2,44.34,35.77,,8.57,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:34,9/23/22 16:34,1663972453,99,FALSE,100,80.76,,88.74,2,44.37,35.8,,8.57,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:37,9/23/22 16:37,1663972650,99,FALSE,100,80.76,,88.74,2,44.37,35.8,,8.57,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 22:37,9/23/22 16:37,1663972658,27,FALSE,100,94.4,68,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:39,9/23/22 16:39,1663972753,100,FALSE,100,80.85,,88.78,2,44.39,35.81,,8.58,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:44,9/23/22 16:44,1663973053,101,FALSE,100,80.81,,88.76,2,44.38,35.8,,8.58,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:47,9/23/22 16:47,1663973251,101,FALSE,100,80.81,,88.76,2,44.38,35.8,,8.58,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:49,9/23/22 16:49,1663973353,102,FALSE,100,80.87,,88.76,2,44.38,35.8,,8.58,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:54,9/23/22 16:54,1663973653,103,FALSE,100,80.9,,88.74,2,44.37,35.79,,8.58,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:57,9/23/22 16:57,1663973850,103,FALSE,100,80.9,,88.74,2,44.37,35.79,,8.58,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 22:59,9/23/22 16:59,1663973953,104,FALSE,100,80.9,,88.7,2,44.35,35.78,,8.57,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:04,9/23/22 17:04,1663974253,105,FALSE,100,80.92,,88.68,2,44.34,35.78,,8.56,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/23/22 23:07,9/23/22 17:07,1663974450,11,FALSE,100,80.34,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:07,9/23/22 17:07,1663974450,105,FALSE,100,80.92,,88.68,2,44.34,35.78,,8.56,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:09,9/23/22 17:09,1663974553,106,FALSE,100,80.92,,88.7,2,44.35,35.79,,8.56,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:14,9/23/22 17:14,1663974853,107,FALSE,100,81.12,,88.38,2,44.19,35.7,,8.49,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:17,9/23/22 17:17,1663975050,107,FALSE,100,81.12,,88.38,2,44.19,35.7,,8.49,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:19,9/23/22 17:19,1663975153,108,FALSE,100,81.39,,88.6,2,44.3,35.76,,8.54,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:24,9/23/22 17:24,1663975453,109,FALSE,100,81.53,,88.66,2,44.33,35.75,,8.58,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:27,9/23/22 17:27,1663975650,109,FALSE,100,81.53,,88.66,2,44.33,35.75,,8.58,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 23:27,9/23/22 17:27,1663975664,28,FALSE,100,94.49,67,,,,,,,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 23:28,9/23/22 17:28,1663975682,41,FALSE,100,94.69,62,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:29,9/23/22 17:29,1663975753,110,FALSE,100,81.51,,88.64,2,44.32,35.72,,8.6,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:34,9/23/22 17:34,1663976053,111,FALSE,100,81.37,,88.66,2,44.33,35.71,,8.62,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/23/22 23:37,9/23/22 17:37,1663976250,111,FALSE,100,81.37,,88.66,2,44.33,35.71,,8.62,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/23/22 23:37,9/23/22 17:37,1663976254,28,FALSE,100,94.49,66,,,,,,,
