App,Device,Hive_Position,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight, Weight_Scale_Factor, Weight, WeightL, WeightLRaw, WeightR, WeightRRaw
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:25,9/28/22 16:25,1664403957,1616,FALSE,100,81.75,,83.76,2,41.88,29.8,,12.08,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:28,9/28/22 16:28,1664404139,1616,FALSE,100,81.75,,83.76,2,41.88,29.8,,12.08,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:30,9/28/22 16:30,1664404257,1617,FALSE,100,81.53,,83.78,2,41.89,29.78,,12.11,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:35,9/28/22 16:35,1664404557,1618,FALSE,100,81.37,,83.72,2,41.86,29.76,,12.1,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:38,9/28/22 16:38,1664404739,1618,FALSE,100,81.37,,83.72,2,41.86,29.76,,12.1,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:40,9/28/22 16:40,1664404857,1619,FALSE,100,81.15,,83.74,2,41.87,29.75,,12.12,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:45,9/28/22 16:45,1664405157,1620,FALSE,100,80.85,,83.7,2,41.85,29.69,,12.16,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:48,9/28/22 16:48,1664405339,1620,FALSE,100,80.85,,83.7,2,41.85,29.69,,12.16,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:50,9/28/22 16:50,1664405457,1621,FALSE,100,80.56,,83.7,2,41.85,29.66,,12.19,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:55,9/28/22 16:55,1664405757,1622,FALSE,100,80.31,,83.74,2,41.87,29.65,,12.22,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 22:58,9/28/22 16:58,1664405939,1622,FALSE,100,80.31,,83.74,2,41.87,29.65,,12.22,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/28/22 22:59,9/28/22 16:59,1664405940,350,FALSE,97,92.53,72,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:00,9/28/22 17:00,1664406057,1623,FALSE,100,80.18,,83.8,2,41.9,29.68,,12.22,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/28/22 23:04,9/28/22 17:04,1664406280,351,FALSE,97,92.89,66,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:05,9/28/22 17:05,1664406357,1624,FALSE,100,80.18,,83.9,2,41.95,29.72,,12.23,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/28/22 23:08,9/28/22 17:08,1664406538,180,FALSE,100,79.62,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:08,9/28/22 17:08,1664406539,1624,FALSE,100,80.18,,83.9,2,41.95,29.72,,12.23,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:10,9/28/22 17:10,1664406657,1625,FALSE,100,80.56,,84.06,2,42.03,29.72,,12.31,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:15,9/28/22 17:15,1664406957,1626,FALSE,100,80.65,,83.92,2,41.96,29.72,,12.24,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:18,9/28/22 17:18,1664407139,1626,FALSE,100,80.65,,83.92,2,41.96,29.72,,12.24,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:20,9/28/22 17:20,1664407257,1627,FALSE,100,80.61,,83.86,2,41.93,29.71,,12.22,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:25,9/28/22 17:25,1664407557,1628,FALSE,100,80.56,,83.84,2,41.92,29.7,,12.22,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:28,9/28/22 17:28,1664407739,1628,FALSE,100,80.56,,83.84,2,41.92,29.7,,12.22,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:30,9/28/22 17:30,1664407857,1629,FALSE,100,80.52,,83.82,2,41.91,29.69,,12.22,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:35,9/28/22 17:35,1664408157,1630,FALSE,100,80.34,,83.78,2,41.89,29.68,,12.21,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:38,9/28/22 17:38,1664408339,1630,FALSE,100,80.34,,83.78,2,41.89,29.68,,12.21,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:40,9/28/22 17:40,1664408457,1631,FALSE,100,80.09,,83.78,2,41.89,29.68,,12.21,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:45,9/28/22 17:45,1664408757,1632,FALSE,100,79.86,,83.74,2,41.87,29.66,,12.21,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:48,9/28/22 17:48,1664408939,1632,FALSE,100,79.86,,83.74,2,41.87,29.66,,12.21,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:50,9/28/22 17:50,1664409057,1633,FALSE,100,79.62,,83.72,2,41.86,29.63,,12.23,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:55,9/28/22 17:55,1664409357,1634,FALSE,100,79.55,,83.68,2,41.84,29.63,,12.21,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/28/22 23:59,9/28/22 17:59,1664409540,1634,FALSE,100,79.55,,83.68,2,41.84,29.63,,12.21,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/28/22 23:59,9/28/22 17:59,1664409540,351,FALSE,97,92.89,66,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:00,9/28/22 18:00,1664409657,1635,FALSE,100,79.28,,83.56,2,41.78,29.55,,12.23,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 0:04,9/28/22 18:04,1664409880,352,FALSE,97,92.51,73,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:05,9/28/22 18:05,1664409957,1636,FALSE,100,78.94,,83.54,2,41.77,29.53,,12.24,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/29/22 0:08,9/28/22 18:08,1664410138,181,FALSE,100,77.97,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:09,9/28/22 18:09,1664410140,1636,FALSE,100,78.94,,83.54,2,41.77,29.53,,12.24,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:10,9/28/22 18:10,1664410257,1637,FALSE,100,78.63,,83.5,2,41.75,29.51,,12.24,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:15,9/28/22 18:15,1664410557,1638,FALSE,100,78.34,,83.54,2,41.77,29.49,,12.28,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:18,9/28/22 18:18,1664410739,1638,FALSE,100,78.34,,83.54,2,41.77,29.49,,12.28,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:20,9/28/22 18:20,1664410857,1639,FALSE,100,78.17,,83.48,2,41.74,29.47,,12.27,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:25,9/28/22 18:25,1664411157,1640,FALSE,100,77.91,,83.44,2,41.72,29.44,,12.28,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:28,9/28/22 18:28,1664411339,1640,FALSE,100,77.91,,83.44,2,41.72,29.44,,12.28,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:30,9/28/22 18:30,1664411457,1641,FALSE,100,77.68,,83.38,2,41.69,29.4,,12.29,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:35,9/28/22 18:35,1664411757,1642,FALSE,100,77.41,,83.38,2,41.69,29.38,,12.31,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:38,9/28/22 18:38,1664411939,1642,FALSE,100,77.41,,83.38,2,41.69,29.38,,12.31,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:40,9/28/22 18:40,1664412057,1643,FALSE,100,77.16,,83.44,2,41.72,29.4,,12.32,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:45,9/28/22 18:45,1664412357,1644,FALSE,100,76.94,,83.38,2,41.69,29.36,,12.33,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:48,9/28/22 18:48,1664412539,1644,FALSE,100,76.94,,83.38,2,41.69,29.36,,12.33,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:50,9/28/22 18:50,1664412657,1645,FALSE,100,76.71,,83.36,2,41.68,29.33,,12.35,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:55,9/28/22 18:55,1664412957,1646,FALSE,100,76.45,,83.36,2,41.68,29.3,,12.38,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 0:58,9/28/22 18:58,1664413139,1646,FALSE,100,76.45,,83.36,2,41.68,29.3,,12.38,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 0:59,9/28/22 18:59,1664413145,352,FALSE,97,92.51,71,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:00,9/28/22 19:00,1664413257,1647,FALSE,100,76.28,,83.36,2,41.68,29.28,,12.4,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 1:04,9/28/22 19:04,1664413480,353,FALSE,97,92.31,63,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:05,9/28/22 19:05,1664413557,1648,FALSE,100,76.04,,83.3,2,41.65,29.23,,12.42,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/29/22 1:08,9/28/22 19:08,1664413738,182,FALSE,100,75.02,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:09,9/28/22 19:09,1664413740,1648,FALSE,100,76.04,,83.3,2,41.65,29.23,,12.42,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:10,9/28/22 19:10,1664413857,1649,FALSE,100,75.79,,83.32,2,41.66,29.22,,12.44,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:15,9/28/22 19:15,1664414157,1650,FALSE,100,75.59,,83.28,2,41.64,29.18,,12.46,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:18,9/28/22 19:18,1664414339,1650,FALSE,100,75.59,,83.28,2,41.64,29.18,,12.46,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:20,9/28/22 19:20,1664414457,1651,FALSE,100,75.34,,83.32,2,41.66,29.19,,12.47,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:25,9/28/22 19:25,1664414757,1652,FALSE,100,75.07,,83.32,2,41.66,29.17,,12.49,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:28,9/28/22 19:28,1664414939,1652,FALSE,100,75.07,,83.32,2,41.66,29.17,,12.49,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:30,9/28/22 19:30,1664415058,1653,FALSE,100,74.87,,83.28,2,41.64,29.14,,12.5,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:35,9/28/22 19:35,1664415358,1654,FALSE,100,74.6,,83.24,2,41.62,29.1,,12.52,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:38,9/28/22 19:38,1664415539,1654,FALSE,100,74.6,,83.24,2,41.62,29.1,,12.52,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:40,9/28/22 19:40,1664415658,1655,FALSE,100,74.35,,83.26,2,41.63,29.09,,12.54,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:45,9/28/22 19:45,1664415958,1656,FALSE,100,74.01,,83.26,2,41.63,29.07,,12.56,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:49,9/28/22 19:49,1664416140,1656,FALSE,100,74.01,,83.26,2,41.63,29.07,,12.56,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:50,9/28/22 19:50,1664416258,1657,FALSE,100,73.75,,83.24,2,41.62,29.05,,12.57,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:55,9/28/22 19:55,1664416558,1658,FALSE,100,73.5,,83.18,2,41.59,29.01,,12.58,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 1:59,9/28/22 19:59,1664416740,1658,FALSE,100,73.5,,83.18,2,41.59,29.01,,12.58,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 1:59,9/28/22 19:59,1664416740,353,FALSE,97,92.31,62,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:00,9/28/22 20:00,1664416858,1659,FALSE,100,73.2,,83.18,2,41.59,29,,12.59,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 2:04,9/28/22 20:04,1664417080,354,FALSE,97,92.13,59,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:05,9/28/22 20:05,1664417158,1660,FALSE,100,72.84,,83.2,2,41.6,28.99,,12.61,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/29/22 2:08,9/28/22 20:08,1664417338,183,FALSE,100,71.56,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:08,9/28/22 20:08,1664417339,1660,FALSE,100,72.84,,83.2,2,41.6,28.99,,12.61,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:10,9/28/22 20:10,1664417458,1661,FALSE,100,72.6,,83.16,2,41.58,28.97,,12.61,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:15,9/28/22 20:15,1664417758,1662,FALSE,100,72.21,,83.14,2,41.57,28.94,,12.63,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:18,9/28/22 20:18,1664417939,1662,FALSE,100,72.21,,83.14,2,41.57,28.94,,12.63,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:20,9/28/22 20:20,1664418058,1663,FALSE,100,71.94,,83.14,2,41.57,28.92,,12.65,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:25,9/28/22 20:25,1664418358,1664,FALSE,100,71.63,,83.14,2,41.57,28.9,,12.67,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:28,9/28/22 20:28,1664418539,1665,FALSE,100,71.63,,83.14,2,41.57,28.9,,12.67,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:30,9/28/22 20:30,1664418658,1666,FALSE,100,71.25,,83.12,2,41.56,28.87,,12.69,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:35,9/28/22 20:35,1664418958,1667,FALSE,100,70.97,,83.1,2,41.55,28.84,,12.71,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:39,9/28/22 20:39,1664419141,1667,FALSE,100,70.97,,83.1,2,41.55,28.84,,12.71,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:40,9/28/22 20:40,1664419258,1668,FALSE,100,70.59,,83.08,2,41.54,28.83,,12.71,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:45,9/28/22 20:45,1664419558,1669,FALSE,100,70.26,,83.06,2,41.53,28.81,,12.72,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:48,9/28/22 20:48,1664419739,1669,FALSE,100,70.26,,83.06,2,41.53,28.81,,12.72,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:50,9/28/22 20:50,1664419858,1670,FALSE,100,69.96,,83.04,2,41.52,28.79,,12.73,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:55,9/28/22 20:55,1664420158,1671,FALSE,100,69.65,,83.06,2,41.53,28.78,,12.75,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 2:58,9/28/22 20:58,1664420339,1671,FALSE,100,69.65,,83.06,2,41.53,28.78,,12.75,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 2:59,9/28/22 20:59,1664420340,354,FALSE,97,92.13,68,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:00,9/28/22 21:00,1664420458,1672,FALSE,100,69.24,,83.06,2,41.53,28.77,,12.76,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 3:04,9/28/22 21:04,1664420680,355,FALSE,97,91.4,55,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:05,9/28/22 21:05,1664420758,1673,FALSE,100,68.93,,83.06,2,41.53,28.76,,12.77,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/29/22 3:08,9/28/22 21:08,1664420938,184,FALSE,100,67.81,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:08,9/28/22 21:08,1664420939,1673,FALSE,100,68.93,,83.06,2,41.53,28.76,,12.77,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:10,9/28/22 21:10,1664421058,1674,FALSE,100,68.63,,82.96,2,41.48,28.73,,12.75,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:15,9/28/22 21:15,1664421358,1675,FALSE,100,68.3,,83,2,41.5,28.73,,12.77,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:18,9/28/22 21:18,1664421539,1675,FALSE,100,68.3,,83,2,41.5,28.73,,12.77,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:20,9/28/22 21:20,1664421658,1676,FALSE,100,68.01,,82.98,2,41.49,28.72,,12.77,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:25,9/28/22 21:25,1664421958,1677,FALSE,100,67.67,,83.02,2,41.51,28.72,,12.79,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:28,9/28/22 21:28,1664422139,1677,FALSE,100,67.67,,83.02,2,41.51,28.72,,12.79,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:30,9/28/22 21:30,1664422258,1678,FALSE,100,67.37,,82.94,2,41.47,28.68,,12.79,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:35,9/28/22 21:35,1664422558,1679,FALSE,100,67.04,,82.96,2,41.48,28.67,,12.81,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:38,9/28/22 21:38,1664422739,1679,FALSE,100,67.04,,82.96,2,41.48,28.67,,12.81,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:40,9/28/22 21:40,1664422858,1680,FALSE,100,66.79,,83,2,41.5,28.67,,12.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:45,9/28/22 21:45,1664423158,1681,FALSE,100,66.57,,83.04,2,41.52,28.67,,12.85,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:49,9/28/22 21:49,1664423340,1681,FALSE,100,66.57,,83.04,2,41.52,28.67,,12.85,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:50,9/28/22 21:50,1664423458,1682,FALSE,100,66.32,,83,2,41.5,28.67,,12.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:55,9/28/22 21:55,1664423758,1683,FALSE,100,66.18,,82.98,2,41.49,28.65,,12.84,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 3:58,9/28/22 21:58,1664423939,1683,FALSE,100,66.18,,82.98,2,41.49,28.65,,12.84,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 3:59,9/28/22 21:59,1664423940,355,FALSE,97,91.4,54,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:00,9/28/22 22:00,1664424058,1684,FALSE,100,66.05,,82.94,2,41.47,28.66,,12.81,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 4:04,9/28/22 22:04,1664424280,356,FALSE,97,91.36,58,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:05,9/28/22 22:05,1664424358,1685,FALSE,100,65.85,,82.94,2,41.47,28.64,,12.83,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/29/22 4:08,9/28/22 22:08,1664424538,185,FALSE,100,65.08,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:08,9/28/22 22:08,1664424539,1685,FALSE,100,65.85,,82.94,2,41.47,28.64,,12.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:10,9/28/22 22:10,1664424658,1686,FALSE,100,65.69,,82.94,2,41.47,28.63,,12.84,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:15,9/28/22 22:15,1664424958,1687,FALSE,100,65.55,,82.9,2,41.45,28.62,,12.83,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:18,9/28/22 22:18,1664425139,1687,FALSE,100,65.55,,82.9,2,41.45,28.62,,12.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:20,9/28/22 22:20,1664425258,1688,FALSE,100,65.37,,82.92,2,41.46,28.62,,12.84,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:25,9/28/22 22:25,1664425558,1689,FALSE,100,65.2,,82.92,2,41.46,28.62,,12.84,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:28,9/28/22 22:28,1664425739,1689,FALSE,100,65.2,,82.92,2,41.46,28.62,,12.84,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:30,9/28/22 22:30,1664425858,1690,FALSE,100,65.01,,82.84,2,41.42,28.61,,12.81,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:35,9/28/22 22:35,1664426158,1691,FALSE,100,64.86,,82.86,2,41.43,28.6,,12.83,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:38,9/28/22 22:38,1664426338,1691,FALSE,100,64.86,,82.86,2,41.43,28.6,,12.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:40,9/28/22 22:40,1664426458,1692,FALSE,100,64.75,,82.9,2,41.45,28.61,,12.84,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:45,9/28/22 22:45,1664426758,1693,FALSE,100,64.56,,82.86,2,41.43,28.59,,12.84,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:48,9/28/22 22:48,1664426938,1693,FALSE,100,64.56,,82.86,2,41.43,28.59,,12.84,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:50,9/28/22 22:50,1664427058,1694,FALSE,100,64.41,,82.82,2,41.41,28.58,,12.83,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:55,9/28/22 22:55,1664427358,1695,FALSE,100,64.22,,82.88,2,41.44,28.59,,12.85,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 4:58,9/28/22 22:58,1664427538,1695,FALSE,100,64.22,,82.88,2,41.44,28.59,,12.85,
BAPP|S,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 4:59,9/28/22 22:59,1664427540,356,FALSE,97,91.36,59,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:00,9/28/22 23:00,1664427658,1696,FALSE,100,64.04,,82.88,2,41.44,28.58,,12.86,
BAPP,56:0B:63,Above Lower Brood Box,Logged_Data,1665433980,9/29/22 5:04,9/28/22 23:04,1664427880,357,FALSE,97,90.82,59,,,,,,,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:05,9/28/22 23:05,1664427958,1697,FALSE,100,63.86,,82.84,2,41.42,28.57,,12.85,
BAPP|S,52:02:63,Outside Hive,Logged_Data,1665433980,9/29/22 5:08,9/28/22 23:08,1664428138,186,FALSE,100,62.79,,,,,,,,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:08,9/28/22 23:08,1664428138,1697,FALSE,100,63.86,,82.84,2,41.42,28.57,,12.85,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:10,9/28/22 23:10,1664428258,1698,FALSE,100,63.69,,82.78,2,41.39,28.55,,12.84,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:15,9/28/22 23:15,1664428558,1699,FALSE,100,63.53,,82.82,2,41.41,28.55,,12.86,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:18,9/28/22 23:18,1664428738,1699,FALSE,100,63.53,,82.82,2,41.41,28.55,,12.86,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:20,9/28/22 23:20,1664428858,1700,FALSE,100,63.35,,82.82,2,41.41,28.55,,12.86,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:25,9/28/22 23:25,1664429158,1701,FALSE,100,63.12,,82.8,2,41.4,28.54,,12.86,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:29,9/28/22 23:29,1664429340,1701,FALSE,100,63.12,,82.8,2,41.4,28.54,,12.86,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:30,9/28/22 23:30,1664429458,1702,FALSE,100,63.01,,82.82,2,41.41,28.54,,12.87,
BAPP,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:35,9/28/22 23:35,1664429758,1703,FALSE,100,62.87,,82.84,2,41.42,28.53,,12.89,
BAPP|S,57:06:00,Scale Under Hive,Logged_Data,1665433980,9/29/22 5:38,9/28/22 23:38,1664429938,1703,FALSE,100,62.87,,82.84,2,41.42,28.53,,12.89,
